brand,shoe_name,date,sales,ad_cost,impressions,clicks
Nike,Air Force 1,2025-04-30,124,3306,6419,398
Adidas,Superstar,2025-04-30,245,4226,22736,764
Puma,Rider Vintage,2025-04-30,235,2377,33218,1810
New Balance,327,2025-04-30,42,9298,25749,1596
Reebok,Question Mid,2025-04-30,46,6524,12929,520
Nike,Air Max 270,2025-04-30,220,6251,12037,328
Adidas,Stan Smith,2025-05-01,104,7882,6622,457
Puma,Cali Dream,2025-05-01,81,7153,30545,834
New Balance,9060,2025-05-01,80,2799,6296,493
Reebok,Zig Kinetica,2025-05-01,169,11143,13628,907
Nike,Jordan 1,2025-05-01,220,1653,5889,434
Adidas,Ultraboost 23,2025-05-01,144,10696,31211,888
Puma,RS-X,2025-05-01,150,6029,5778,148
New Balance,2002R,2025-05-01,145,10953,10102,507
Reebok,Instapump Fury,2025-05-01,165,7634,13057,1018
Nike,Cortez,2025-05-01,200,8739,26922,961
Adidas,NMD S1,2025-05-01,56,8167,16331,368
Puma,Suede Classic,2025-05-01,33,7195,22483,1784
New Balance,990v6,2025-05-01,113,2145,8253,283
Reebok,Nano X3,2025-05-01,217,6741,34823,2537
Nike,Vaporfly 3,2025-05-01,109,9438,32528,1181
Adidas,Samba,2025-05-02,98,10867,28681,1440
Puma,Mayze,2025-05-02,123,4384,27490,2035
New Balance,574 Core,2025-05-02,52,4238,17414,1121
Reebok,Club C 85,2025-05-02,246,4880,29682,1160
Nike,Pegasus 40,2025-05-02,216,3151,21200,560
Adidas,Gazelle,2025-05-02,201,2653,14323,592
Puma,Slipstream,2025-05-02,64,2990,12234,278
New Balance,550,2025-05-02,135,10111,20057,707
Reebok,Classic Leather,2025-05-02,145,6836,31136,2268
Nike,Air Force 1,2025-05-02,45,7314,30531,1590
Adidas,Superstar,2025-05-02,75,9758,7146,325
Puma,Rider Vintage,2025-05-02,235,5024,22777,1743
New Balance,327,2025-05-02,73,6104,8353,400
Reebok,Question Mid,2025-05-02,152,9811,22027,1194
Nike,Air Max 270,2025-05-02,114,3108,20539,888
Adidas,Stan Smith,2025-05-03,133,10932,31176,1422
Puma,Cali Dream,2025-05-03,133,11190,28450,2152
New Balance,9060,2025-05-03,141,3098,25420,753
Reebok,Zig Kinetica,2025-05-03,171,10710,33755,1020
Nike,Jordan 1,2025-05-03,90,6814,33495,2469
Adidas,Ultraboost 23,2025-05-03,41,11750,16860,436
Puma,RS-X,2025-05-03,63,5026,27917,949
New Balance,2002R,2025-05-03,169,9464,10760,677
Reebok,Instapump Fury,2025-05-03,29,2095,26071,1199
Nike,Cortez,2025-05-03,150,8952,9810,597
Adidas,NMD S1,2025-05-03,220,5119,31709,719
Puma,Suede Classic,2025-05-03,161,11331,25564,1245
New Balance,990v6,2025-05-03,180,5028,17748,558
Reebok,Nano X3,2025-05-03,173,6970,14566,594
Nike,Vaporfly 3,2025-05-03,155,5450,14268,617
Adidas,Samba,2025-05-04,23,3867,24040,975
Puma,Mayze,2025-05-04,169,8889,12917,274
New Balance,574 Core,2025-05-04,165,2267,17923,621
Reebok,Club C 85,2025-05-04,228,3399,29571,1334
Nike,Pegasus 40,2025-05-04,226,9608,29882,1579
Adidas,Gazelle,2025-05-04,119,8522,22058,1072
Puma,Slipstream,2025-05-04,76,7460,5685,450
New Balance,550,2025-05-04,218,5211,29267,1620
Reebok,Classic Leather,2025-05-04,44,5370,19187,665
Nike,Air Force 1,2025-05-04,52,9859,26448,1062
Adidas,Superstar,2025-05-04,94,4261,24821,1069
Puma,Rider Vintage,2025-05-04,118,2907,15771,670
New Balance,327,2025-05-04,43,6884,17256,1292
Reebok,Question Mid,2025-05-04,130,6239,28106,1811
Nike,Air Max 270,2025-05-04,199,8304,21424,451
Adidas,Stan Smith,2025-05-05,30,8647,33913,2374
Puma,Cali Dream,2025-05-05,49,11630,25209,1187
New Balance,9060,2025-05-05,86,3130,9364,360
Reebok,Zig Kinetica,2025-05-05,23,1599,10359,647
Nike,Jordan 1,2025-05-05,162,2744,5564,234
Adidas,Ultraboost 23,2025-05-05,58,11746,31311,1656
Puma,RS-X,2025-05-05,240,7799,5124,281
New Balance,2002R,2025-05-05,185,9781,33159,2206
Reebok,Instapump Fury,2025-05-05,149,5803,22560,499
Nike,Cortez,2025-05-05,39,3262,31490,1156
Adidas,NMD S1,2025-05-05,97,11418,20749,789
Puma,Suede Classic,2025-05-05,203,3823,9561,327
New Balance,990v6,2025-05-05,79,4746,31198,1351
Reebok,Nano X3,2025-05-05,77,8527,18043,1331
Nike,Vaporfly 3,2025-05-05,127,9968,20885,1227
Adidas,Samba,2025-05-06,224,5968,19752,1351
Puma,Mayze,2025-05-06,84,10791,18946,712
New Balance,574 Core,2025-05-06,174,2419,13166,285
Reebok,Club C 85,2025-05-06,25,6123,9308,314
Nike,Pegasus 40,2025-05-06,233,8413,19463,759
Adidas,Gazelle,2025-05-06,56,1753,32616,1482
Puma,Slipstream,2025-05-06,106,8215,26076,559
New Balance,550,2025-05-06,235,9727,32932,2082
Reebok,Classic Leather,2025-05-06,118,11413,32093,2547
Nike,Air Force 1,2025-05-06,125,11197,18039,760
Adidas,Superstar,2025-05-06,223,5875,29354,1264
Puma,Rider Vintage,2025-05-06,55,8013,21758,1245
New Balance,327,2025-05-06,187,11941,23693,1135
Reebok,Question Mid,2025-05-06,82,9819,18292,409
Nike,Air Max 270,2025-05-06,178,7799,14402,701
Adidas,Stan Smith,2025-05-07,61,5256,11668,595
Puma,Cali Dream,2025-05-07,125,4387,33977,2126
New Balance,9060,2025-05-07,98,7921,24121,1907
Reebok,Zig Kinetica,2025-05-07,200,3344,20145,451
Nike,Jordan 1,2025-05-07,137,2413,28723,749
Adidas,Ultraboost 23,2025-05-07,72,7008,6937,309
Puma,RS-X,2025-05-07,219,8828,24097,1451
New Balance,2002R,2025-05-07,57,6543,13702,826
Reebok,Instapump Fury,2025-05-07,188,6250,29003,1901
Nike,Cortez,2025-05-07,139,8942,9107,586
Adidas,NMD S1,2025-05-07,178,6921,19072,435
Puma,Suede Classic,2025-05-07,199,9453,23672,1711
New Balance,990v6,2025-05-07,122,3426,27752,1922
Reebok,Nano X3,2025-05-07,118,3235,13134,651
Nike,Vaporfly 3,2025-05-07,208,4634,16291,488
Adidas,Samba,2025-05-08,97,2182,6739,372
Puma,Mayze,2025-05-08,205,6783,19896,750
New Balance,574 Core,2025-05-08,228,6510,25440,905
Reebok,Club C 85,2025-05-08,113,6009,9834,432
Nike,Pegasus 40,2025-05-08,72,5585,17592,452
Adidas,Gazelle,2025-05-08,46,1900,11073,578
Puma,Slipstream,2025-05-08,117,2679,9516,265
New Balance,550,2025-05-08,71,5465,30468,654
Reebok,Classic Leather,2025-05-08,107,3296,8202,197
Nike,Air Force 1,2025-05-08,108,10264,5755,398
Adidas,Superstar,2025-05-08,188,7974,23535,1847
Puma,Rider Vintage,2025-05-08,107,8733,10673,413
New Balance,327,2025-05-08,71,7640,25442,966
Reebok,Question Mid,2025-05-08,224,2158,16761,584
Nike,Air Max 270,2025-05-08,81,4186,26887,1349
Adidas,Stan Smith,2025-05-09,129,1881,27924,1640
Puma,Cali Dream,2025-05-09,231,10975,5690,299
New Balance,9060,2025-05-09,150,3655,5814,407
Reebok,Zig Kinetica,2025-05-09,184,1711,15315,862
Nike,Jordan 1,2025-05-09,139,4700,19530,1411
Adidas,Ultraboost 23,2025-05-09,195,8779,25106,1799
Puma,RS-X,2025-05-09,57,5994,16087,962
New Balance,2002R,2025-05-09,63,4213,5995,259
Reebok,Instapump Fury,2025-05-09,234,2121,24226,1538
Nike,Cortez,2025-05-09,25,6105,10432,750
Adidas,NMD S1,2025-05-09,92,11098,17089,552
Puma,Suede Classic,2025-05-09,160,8066,24827,1837
New Balance,990v6,2025-05-09,190,4757,10676,262
Reebok,Nano X3,2025-05-09,185,6955,13320,1039
Nike,Vaporfly 3,2025-05-09,132,2566,28791,1528
Adidas,Samba,2025-05-10,45,6226,11877,863
Puma,Mayze,2025-05-10,126,3684,14707,988
New Balance,574 Core,2025-05-10,67,9310,10475,654
Reebok,Club C 85,2025-05-10,144,6383,20432,1448
Nike,Pegasus 40,2025-05-10,202,3315,25410,1493
Adidas,Gazelle,2025-05-10,172,3242,20664,1619
Puma,Slipstream,2025-05-10,70,2952,13384,477
New Balance,550,2025-05-10,218,8816,8748,213
Reebok,Classic Leather,2025-05-10,162,2969,12803,612
Nike,Air Force 1,2025-05-10,211,10152,18316,706
Adidas,Superstar,2025-05-10,197,9900,9226,399
Puma,Rider Vintage,2025-05-10,62,9332,32824,2114
New Balance,327,2025-05-10,80,11195,15260,1123
Reebok,Question Mid,2025-05-10,51,9977,31022,1369
Nike,Air Max 270,2025-05-10,23,7909,5891,158
Adidas,Stan Smith,2025-05-11,243,5556,34221,1820
Puma,Cali Dream,2025-05-11,149,9890,11962,690
New Balance,9060,2025-05-11,54,5854,29030,1143
Reebok,Zig Kinetica,2025-05-11,149,2606,9513,407
Nike,Jordan 1,2025-05-11,108,7134,10483,531
Adidas,Ultraboost 23,2025-05-11,98,9315,14997,1054
Puma,RS-X,2025-05-11,227,7536,25993,1692
New Balance,2002R,2025-05-11,236,3042,13213,416
Reebok,Instapump Fury,2025-05-11,212,5828,10781,752
Nike,Cortez,2025-05-11,202,10327,22021,1685
Adidas,NMD S1,2025-05-11,72,7224,22030,810
Puma,Suede Classic,2025-05-11,172,3364,32027,2035
New Balance,990v6,2025-05-11,185,2312,27119,548
Reebok,Nano X3,2025-05-11,206,2474,21314,1531
Nike,Vaporfly 3,2025-05-11,28,3253,22241,1561
Adidas,Samba,2025-05-12,32,8811,6908,197
Puma,Mayze,2025-05-12,126,3384,10874,867
New Balance,574 Core,2025-05-12,107,11939,24486,1742
Reebok,Club C 85,2025-05-12,46,4123,31164,1133
Nike,Pegasus 40,2025-05-12,81,5773,15704,768
Adidas,Gazelle,2025-05-12,176,8113,8997,474
Puma,Slipstream,2025-05-12,144,6062,24825,728
New Balance,550,2025-05-12,99,11506,26622,2005
Reebok,Classic Leather,2025-05-12,213,2587,25453,782
Nike,Air Force 1,2025-05-12,68,4428,19508,1516
Adidas,Superstar,2025-05-12,40,7256,15041,737
Puma,Rider Vintage,2025-05-12,114,11171,33429,1326
New Balance,327,2025-05-12,238,5051,5497,130
Reebok,Question Mid,2025-05-12,185,10912,10964,320
Nike,Air Max 270,2025-05-12,206,6653,34813,2197
Adidas,Stan Smith,2025-05-13,72,3511,27851,1838
Puma,Cali Dream,2025-05-13,215,8715,32258,1517
New Balance,9060,2025-05-13,111,3452,17556,421
Reebok,Zig Kinetica,2025-05-13,43,10719,10309,767
Nike,Jordan 1,2025-05-13,34,12064,32836,2125
Adidas,Ultraboost 23,2025-05-13,55,6759,23199,1788
Puma,RS-X,2025-05-13,204,9320,18776,1296
New Balance,2002R,2025-05-13,204,5644,7218,307
Reebok,Instapump Fury,2025-05-13,132,4622,15343,1155
Nike,Cortez,2025-05-13,198,3524,6187,287
Adidas,NMD S1,2025-05-13,208,3849,9938,454
Puma,Suede Classic,2025-05-13,216,11767,22144,1678
New Balance,990v6,2025-05-13,60,8509,5185,201
Reebok,Nano X3,2025-05-13,120,1639,22186,603
Nike,Vaporfly 3,2025-05-13,135,11507,31070,997
Adidas,Samba,2025-05-14,165,3750,33865,964
Puma,Mayze,2025-05-14,114,5892,22979,991
New Balance,574 Core,2025-05-14,224,5242,14512,943
Reebok,Club C 85,2025-05-14,32,7374,29868,2074
Nike,Pegasus 40,2025-05-14,188,11805,29312,2341
Adidas,Gazelle,2025-05-14,25,5841,5752,377
Puma,Slipstream,2025-05-14,28,4819,31618,2346
New Balance,550,2025-05-14,106,3471,32247,1326
Reebok,Classic Leather,2025-05-14,162,5305,30905,1189
Nike,Air Force 1,2025-05-14,50,1810,11320,810
Adidas,Superstar,2025-05-14,197,7062,9673,441
Puma,Rider Vintage,2025-05-14,47,11435,34798,1359
New Balance,327,2025-05-14,178,9898,14490,674
Reebok,Question Mid,2025-05-14,225,9838,19577,1255
Nike,Air Max 270,2025-05-14,48,2862,33895,1460
Adidas,Stan Smith,2025-05-15,65,6602,14846,351
Puma,Cali Dream,2025-05-15,29,4925,10182,700
New Balance,9060,2025-05-15,145,6750,13175,590
Reebok,Zig Kinetica,2025-05-15,178,7250,12542,443
Nike,Jordan 1,2025-05-15,53,7226,30185,1661
Adidas,Ultraboost 23,2025-05-15,62,7967,21527,845
Puma,RS-X,2025-05-15,244,8721,13566,301
New Balance,2002R,2025-05-15,84,6836,18644,1150
Reebok,Instapump Fury,2025-05-15,168,9279,34776,1009
Nike,Cortez,2025-05-15,216,11809,15344,743
Adidas,NMD S1,2025-05-15,191,7341,24347,1829
Puma,Suede Classic,2025-05-15,161,5028,8738,243
New Balance,990v6,2025-05-15,130,2496,33978,2254
Reebok,Nano X3,2025-05-15,237,1696,14646,547
Nike,Vaporfly 3,2025-05-15,151,1727,31675,2160
Adidas,Samba,2025-05-16,69,5320,28873,1013
Puma,Mayze,2025-05-16,104,10700,8015,229
New Balance,574 Core,2025-05-16,175,4222,22261,1664
Reebok,Club C 85,2025-05-16,247,10404,34793,2475
Nike,Pegasus 40,2025-05-16,53,9566,30543,1573
Adidas,Gazelle,2025-05-16,247,11898,29677,1750
Puma,Slipstream,2025-05-16,239,9378,30333,1721
New Balance,550,2025-05-16,208,2932,21249,1194
Reebok,Classic Leather,2025-05-16,87,9808,22624,834
Nike,Air Force 1,2025-05-16,191,5571,7544,576
Adidas,Superstar,2025-05-16,146,2217,30546,2413
Puma,Rider Vintage,2025-05-16,150,4704,25519,652
New Balance,327,2025-05-16,116,6037,5100,390
Reebok,Question Mid,2025-05-16,61,6497,33685,778
Nike,Air Max 270,2025-05-16,86,2696,19629,1435
Adidas,Stan Smith,2025-05-17,159,4106,29666,1876
Puma,Cali Dream,2025-05-17,238,2316,29391,1546
New Balance,9060,2025-05-17,76,3184,9150,527
Reebok,Zig Kinetica,2025-05-17,40,8526,8639,310
Nike,Jordan 1,2025-05-17,54,3145,30898,722
Adidas,Ultraboost 23,2025-05-17,179,11830,14663,581
Puma,RS-X,2025-05-17,90,9184,20295,1032
New Balance,2002R,2025-05-17,241,5258,15870,1093
Reebok,Instapump Fury,2025-05-17,240,9601,16637,1028
Nike,Cortez,2025-05-17,166,10686,6748,251
Adidas,NMD S1,2025-05-17,112,2171,12754,305
Puma,Suede Classic,2025-05-17,185,1545,29099,2063
New Balance,990v6,2025-05-17,163,10319,9690,496
Reebok,Nano X3,2025-05-17,155,4659,24207,1354
Nike,Vaporfly 3,2025-05-17,247,7048,26150,1130
Adidas,Samba,2025-05-18,45,9495,12265,672
Puma,Mayze,2025-05-18,87,10505,34254,1222
New Balance,574 Core,2025-05-18,71,9150,16575,1171
Reebok,Club C 85,2025-05-18,63,4418,30607,1749
Nike,Pegasus 40,2025-05-18,86,2409,25061,764
Adidas,Gazelle,2025-05-18,165,5252,9112,701
Puma,Slipstream,2025-05-18,245,6757,31338,793
New Balance,550,2025-05-18,214,5831,11040,366
Reebok,Classic Leather,2025-05-18,88,7932,32042,1368
Nike,Air Force 1,2025-05-18,167,1874,5394,194
Adidas,Superstar,2025-05-18,105,9091,8164,414
Puma,Rider Vintage,2025-05-18,52,4737,21779,1515
New Balance,327,2025-05-18,113,6294,27397,615
Reebok,Question Mid,2025-05-18,109,3375,34262,2528
Nike,Air Max 270,2025-05-18,96,2242,31319,1836
Adidas,Stan Smith,2025-05-19,222,6339,17068,1080
Puma,Cali Dream,2025-05-19,24,4723,24359,1896
New Balance,9060,2025-05-19,156,11635,10620,497
Reebok,Zig Kinetica,2025-05-19,23,3281,32895,2211
Nike,Jordan 1,2025-05-19,236,11835,32893,2127
Adidas,Ultraboost 23,2025-05-19,99,2462,8515,564
Puma,RS-X,2025-05-19,96,2194,21774,911
New Balance,2002R,2025-05-19,47,8710,17262,556
Reebok,Instapump Fury,2025-05-19,241,7807,14372,585
Nike,Cortez,2025-05-19,194,2538,30701,743
Adidas,NMD S1,2025-05-19,182,7355,34733,1982
Puma,Suede Classic,2025-05-19,29,3114,31831,2259
New Balance,990v6,2025-05-19,186,1867,15837,528
Reebok,Nano X3,2025-05-19,195,6146,16783,343
Nike,Vaporfly 3,2025-05-19,86,11758,12055,748
Adidas,Samba,2025-05-20,78,2664,26345,941
Puma,Mayze,2025-05-20,183,7273,29260,1671
New Balance,574 Core,2025-05-20,202,7281,18123,1292
Reebok,Club C 85,2025-05-20,228,1633,20554,673
Nike,Pegasus 40,2025-05-20,160,11290,19775,742
Adidas,Gazelle,2025-05-20,97,5721,28590,1757
Puma,Slipstream,2025-05-20,211,6035,19865,722
New Balance,550,2025-05-20,99,3767,23734,1469
Reebok,Classic Leather,2025-05-20,73,3538,23891,1731
Nike,Air Force 1,2025-05-20,106,5173,11897,651
Adidas,Superstar,2025-05-20,106,8579,16229,864
Puma,Rider Vintage,2025-05-20,103,5467,11800,238
New Balance,327,2025-05-20,247,11254,34446,1276
Reebok,Question Mid,2025-05-20,60,9340,12106,412
Nike,Air Max 270,2025-05-20,67,2654,18034,850
Adidas,Stan Smith,2025-05-21,46,6024,8615,322
Puma,Cali Dream,2025-05-21,32,8041,30265,1465
New Balance,9060,2025-05-21,144,8302,34425,1031
Reebok,Zig Kinetica,2025-05-21,186,9546,22035,505
Nike,Jordan 1,2025-05-21,237,1657,24575,676
Adidas,Ultraboost 23,2025-05-21,103,2928,30390,2140
Puma,RS-X,2025-05-21,47,5718,8553,267
New Balance,2002R,2025-05-21,167,7551,26761,1557
Reebok,Instapump Fury,2025-05-21,156,11775,29531,1081
Nike,Cortez,2025-05-21,149,5981,23974,1864
Adidas,NMD S1,2025-05-21,150,2465,18729,716
Puma,Suede Classic,2025-05-21,153,7248,21291,779
New Balance,990v6,2025-05-21,113,7487,32171,1429
Reebok,Nano X3,2025-05-21,77,11074,9366,282
Nike,Vaporfly 3,2025-05-21,41,1912,33285,876
Adidas,Samba,2025-05-22,21,6448,21772,658
Puma,Mayze,2025-05-22,205,6877,26143,1654
New Balance,574 Core,2025-05-22,25,3753,12515,758
Reebok,Club C 85,2025-05-22,243,11816,26513,1648
Nike,Pegasus 40,2025-05-22,141,4014,11513,586
Adidas,Gazelle,2025-05-22,171,8773,10694,404
Puma,Slipstream,2025-05-22,206,2709,12682,1000
New Balance,550,2025-05-22,186,9738,33518,2616
Reebok,Classic Leather,2025-05-22,74,6590,25196,1897
Nike,Air Force 1,2025-05-22,49,6337,22960,497
Adidas,Superstar,2025-05-22,112,5991,17632,1206
Puma,Rider Vintage,2025-05-22,112,1790,25977,1877
New Balance,327,2025-05-22,243,8961,12735,376
Reebok,Question Mid,2025-05-22,177,7432,27382,1804
Nike,Air Max 270,2025-05-22,222,4836,34613,781
Adidas,Stan Smith,2025-05-23,42,3026,32080,1799
Puma,Cali Dream,2025-05-23,149,7123,31215,1192
New Balance,9060,2025-05-23,28,11908,6272,254
Reebok,Zig Kinetica,2025-05-23,144,10267,22642,1570
Nike,Jordan 1,2025-05-23,125,5294,15158,1032
Adidas,Ultraboost 23,2025-05-23,160,7484,23240,1003
Puma,RS-X,2025-05-23,222,10149,23526,1460
New Balance,2002R,2025-05-23,240,11751,13206,673
Reebok,Instapump Fury,2025-05-23,186,3109,26632,1393
Nike,Cortez,2025-05-23,208,7617,20367,1469
Adidas,NMD S1,2025-05-23,142,2200,17019,361
Puma,Suede Classic,2025-05-23,154,3434,25391,1356
New Balance,990v6,2025-05-23,76,6164,24473,1450
Reebok,Nano X3,2025-05-23,230,3643,17750,764
Nike,Vaporfly 3,2025-05-23,217,7549,17783,926
Adidas,Samba,2025-05-24,50,2435,16228,951
Puma,Mayze,2025-05-24,207,5176,19998,789
New Balance,574 Core,2025-05-24,126,10544,14281,745
Reebok,Club C 85,2025-05-24,80,7409,24062,1003
Nike,Pegasus 40,2025-05-24,85,10261,5147,389
Adidas,Gazelle,2025-05-24,96,5722,12241,348
Puma,Slipstream,2025-05-24,168,6108,23779,1283
New Balance,550,2025-05-24,186,7596,30371,1084
Reebok,Classic Leather,2025-05-24,239,2601,29403,1258
Nike,Air Force 1,2025-05-24,190,3997,26942,2144
Adidas,Superstar,2025-05-24,121,6898,23310,1131
Puma,Rider Vintage,2025-05-24,138,11351,25051,895
New Balance,327,2025-05-24,62,11189,24628,1614
Reebok,Question Mid,2025-05-24,169,6993,10468,355
Nike,Air Max 270,2025-05-24,129,5125,11371,441
Adidas,Stan Smith,2025-05-25,199,5360,18930,1414
Puma,Cali Dream,2025-05-25,219,7717,6684,422
New Balance,9060,2025-05-25,131,2509,14037,753
Reebok,Zig Kinetica,2025-05-25,143,10465,25800,1693
Nike,Jordan 1,2025-05-25,208,10521,23137,1156
Adidas,Ultraboost 23,2025-05-25,242,2702,24563,848
Puma,RS-X,2025-05-25,46,3812,13504,620
New Balance,2002R,2025-05-25,44,5725,22608,610
Reebok,Instapump Fury,2025-05-25,209,8198,8216,619
Nike,Cortez,2025-05-25,177,2213,8792,472
Adidas,NMD S1,2025-05-25,122,6009,8972,222
Puma,Suede Classic,2025-05-25,61,3115,11120,701
New Balance,990v6,2025-05-25,157,5172,30060,1756
Reebok,Nano X3,2025-05-25,158,2770,12010,377
Nike,Vaporfly 3,2025-05-25,186,6422,32370,1039
Adidas,Samba,2025-05-26,26,6108,26257,1965
Puma,Mayze,2025-05-26,164,5854,16641,381
New Balance,574 Core,2025-05-26,181,2052,5043,236
Reebok,Club C 85,2025-05-26,81,10316,27156,2151
Nike,Pegasus 40,2025-05-26,105,10223,6988,475
Adidas,Gazelle,2025-05-26,153,5716,31766,1480
Puma,Slipstream,2025-05-26,180,8372,15280,1120
New Balance,550,2025-05-26,151,5934,14343,762
Reebok,Classic Leather,2025-05-26,22,2799,15470,539
Nike,Air Force 1,2025-05-26,180,10077,34112,782
Adidas,Superstar,2025-05-26,25,2807,32024,1403
Puma,Rider Vintage,2025-05-26,124,4092,18309,720
New Balance,327,2025-05-26,103,3677,15490,700
Reebok,Question Mid,2025-05-26,55,3951,16274,328
Nike,Air Max 270,2025-05-26,148,10758,20654,1221
Adidas,Stan Smith,2025-05-27,108,10766,6283,431
Puma,Cali Dream,2025-05-27,86,2039,26959,749
New Balance,9060,2025-05-27,192,6184,14326,580
Reebok,Zig Kinetica,2025-05-27,247,11256,5079,404
Nike,Jordan 1,2025-05-27,187,4787,33691,2650
Adidas,Ultraboost 23,2025-05-27,123,5000,14037,640
Puma,RS-X,2025-05-27,238,6138,32784,870
New Balance,2002R,2025-05-27,60,10300,16053,672
Reebok,Instapump Fury,2025-05-27,175,9214,28698,1629
Nike,Cortez,2025-05-27,40,4429,6259,367
Adidas,NMD S1,2025-05-27,213,9406,20846,1103
Puma,Suede Classic,2025-05-27,189,5476,9642,502
New Balance,990v6,2025-05-27,237,9161,32158,1021
Reebok,Nano X3,2025-05-27,57,6116,25361,546
Nike,Vaporfly 3,2025-05-27,195,8618,27986,1679
Adidas,Samba,2025-05-28,78,11483,17571,411
Puma,Mayze,2025-05-28,37,9525,20374,913
New Balance,574 Core,2025-05-28,113,2764,17817,454
Reebok,Club C 85,2025-05-28,189,2942,17347,515
Nike,Pegasus 40,2025-05-28,31,4179,22909,1101
Adidas,Gazelle,2025-05-28,163,4192,24734,1252
Puma,Slipstream,2025-05-28,75,5768,9763,780
New Balance,550,2025-05-28,42,8950,5169,334
Reebok,Classic Leather,2025-05-28,92,9297,17649,1164
Nike,Air Force 1,2025-05-28,118,8183,23596,1207
Adidas,Superstar,2025-05-28,28,12061,27978,612
Puma,Rider Vintage,2025-05-28,137,10723,17595,1267
New Balance,327,2025-05-28,235,8032,18629,639
Reebok,Question Mid,2025-05-28,229,7601,27418,2099
Nike,Air Max 270,2025-05-28,103,10312,13219,974
Adidas,Stan Smith,2025-05-29,226,7328,24203,1166
Puma,Cali Dream,2025-05-29,84,3723,9407,661
New Balance,9060,2025-05-29,175,5708,32322,1695
Reebok,Zig Kinetica,2025-05-29,77,10946,25283,698
Nike,Jordan 1,2025-05-29,22,6582,9798,389
Adidas,Ultraboost 23,2025-05-29,188,7865,9895,231
Puma,RS-X,2025-05-29,228,11525,5592,301
New Balance,2002R,2025-05-29,146,4294,22031,596
Reebok,Instapump Fury,2025-05-29,176,7209,20642,1080
Nike,Cortez,2025-05-29,157,8929,24961,1766
Adidas,NMD S1,2025-05-29,88,6599,27920,1714
Puma,Suede Classic,2025-05-29,28,10139,24676,1118
New Balance,990v6,2025-05-29,238,7951,12796,1017
Reebok,Nano X3,2025-05-29,36,7181,31707,982
Nike,Vaporfly 3,2025-05-29,94,7440,14281,677
Adidas,Samba,2025-05-30,65,10272,17965,546
Puma,Mayze,2025-05-30,177,6411,27312,1260
New Balance,574 Core,2025-05-30,77,8868,33714,2348
Reebok,Club C 85,2025-05-30,239,8859,18038,655
Nike,Pegasus 40,2025-05-30,216,2484,33920,763
Adidas,Gazelle,2025-05-30,130,8451,29412,764
Puma,Slipstream,2025-05-30,238,3412,6995,480
New Balance,550,2025-05-30,99,5906,22051,1546
Reebok,Classic Leather,2025-05-30,120,2074,10660,372
Nike,Air Force 1,2025-05-30,111,11880,20257,934
Adidas,Superstar,2025-05-30,219,8055,9788,245
Puma,Rider Vintage,2025-05-30,163,7574,26043,1468
New Balance,327,2025-05-30,206,11716,34858,1646
Reebok,Question Mid,2025-05-30,73,3611,19468,454
Nike,Air Max 270,2025-05-30,50,8203,23737,950
Adidas,Stan Smith,2025-05-31,238,3888,25890,1919
Puma,Cali Dream,2025-05-31,65,4774,32048,1507
New Balance,9060,2025-05-31,48,11641,8608,509
Reebok,Zig Kinetica,2025-05-31,152,1790,26510,2002
Nike,Jordan 1,2025-05-31,158,11977,32884,1512
Adidas,Ultraboost 23,2025-05-31,216,8337,7940,211
